"","profile","period","weekday","timestamp","value"
"1","H0","winter","saturday","00:15",70.8
"2","H0","winter","saturday","00:30",68.2
"3","H0","winter","saturday","00:45",65.9
"4","H0","winter","saturday","01:00",63.3
"5","H0","winter","saturday","01:15",59.5
"6","H0","winter","saturday","01:30",55
"7","H0","winter","saturday","01:45",50.5
"8","H0","winter","saturday","02:00",46.6
"9","H0","winter","saturday","02:15",43.9
"10","H0","winter","saturday","02:30",42.3
"11","H0","winter","saturday","02:45",41.4
"12","H0","winter","saturday","03:00",40.8
"13","H0","winter","saturday","03:15",40.3
"14","H0","winter","saturday","03:30",39.9
"15","H0","winter","saturday","03:45",39.5
"16","H0","winter","saturday","04:00",39.1
"17","H0","winter","saturday","04:15",38.8
"18","H0","winter","saturday","04:30",38.5
"19","H0","winter","saturday","04:45",38.3
"20","H0","winter","saturday","05:00",38.3
"21","H0","winter","saturday","05:15",38.5
"22","H0","winter","saturday","05:30",39.1
"23","H0","winter","saturday","05:45",40.3
"24","H0","winter","saturday","06:00",42.4
"25","H0","winter","saturday","06:15",45.6
"26","H0","winter","saturday","06:30",49.9
"27","H0","winter","saturday","06:45",55.3
"28","H0","winter","saturday","07:00",61.6
"29","H0","winter","saturday","07:15",68.9
"30","H0","winter","saturday","07:30",77.1
"31","H0","winter","saturday","07:45",86.1
"32","H0","winter","saturday","08:00",95.7
"33","H0","winter","saturday","08:15",105.8
"34","H0","winter","saturday","08:30",115.8
"35","H0","winter","saturday","08:45",124.9
"36","H0","winter","saturday","09:00",132.3
"37","H0","winter","saturday","09:15",137.6
"38","H0","winter","saturday","09:30",141.1
"39","H0","winter","saturday","09:45",143.3
"40","H0","winter","saturday","10:00",144.8
"41","H0","winter","saturday","10:15",146
"42","H0","winter","saturday","10:30",147.2
"43","H0","winter","saturday","10:45",148.4
"44","H0","winter","saturday","11:00",149.8
"45","H0","winter","saturday","11:15",151.5
"46","H0","winter","saturday","11:30",153.5
"47","H0","winter","saturday","11:45",156
"48","H0","winter","saturday","12:00",159
"49","H0","winter","saturday","12:15",162.4
"50","H0","winter","saturday","12:30",165.8
"51","H0","winter","saturday","12:45",168.4
"52","H0","winter","saturday","13:00",169.8
"53","H0","winter","saturday","13:15",169.4
"54","H0","winter","saturday","13:30",167.6
"55","H0","winter","saturday","13:45",164.8
"56","H0","winter","saturday","14:00",161.5
"57","H0","winter","saturday","14:15",158.1
"58","H0","winter","saturday","14:30",154.9
"59","H0","winter","saturday","14:45",151.8
"60","H0","winter","saturday","15:00",149
"61","H0","winter","saturday","15:15",146.5
"62","H0","winter","saturday","15:30",144.4
"63","H0","winter","saturday","15:45",142.7
"64","H0","winter","saturday","16:00",141.5
"65","H0","winter","saturday","16:15",140.9
"66","H0","winter","saturday","16:30",141.7
"67","H0","winter","saturday","16:45",144.9
"68","H0","winter","saturday","17:00",151.5
"69","H0","winter","saturday","17:15",161.9
"70","H0","winter","saturday","17:30",174.6
"71","H0","winter","saturday","17:45",187.4
"72","H0","winter","saturday","18:00",198.1
"73","H0","winter","saturday","18:15",205.2
"74","H0","winter","saturday","18:30",209.1
"75","H0","winter","saturday","18:45",211.1
"76","H0","winter","saturday","19:00",212.2
"77","H0","winter","saturday","19:15",213.2
"78","H0","winter","saturday","19:30",213
"79","H0","winter","saturday","19:45",210.4
"80","H0","winter","saturday","20:00",203.9
"81","H0","winter","saturday","20:15",192.9
"82","H0","winter","saturday","20:30",179
"83","H0","winter","saturday","20:45",164.4
"84","H0","winter","saturday","21:00",151.5
"85","H0","winter","saturday","21:15",141.9
"86","H0","winter","saturday","21:30",135.3
"87","H0","winter","saturday","21:45",131
"88","H0","winter","saturday","22:00",128.2
"89","H0","winter","saturday","22:15",126.1
"90","H0","winter","saturday","22:30",124.1
"91","H0","winter","saturday","22:45",121.6
"92","H0","winter","saturday","23:00",118.2
"93","H0","winter","saturday","23:15",113.4
"94","H0","winter","saturday","23:30",107.4
"95","H0","winter","saturday","23:45",100.8
"96","H0","winter","saturday","00:00",94.1
"97","H0","summer","saturday","00:15",89.8
"98","H0","summer","saturday","00:30",84.9
"99","H0","summer","saturday","00:45",80.7
"100","H0","summer","saturday","01:00",76.6
"101","H0","summer","saturday","01:15",71.7
"102","H0","summer","saturday","01:30",66.6
"103","H0","summer","saturday","01:45",61.6
"104","H0","summer","saturday","02:00",57.4
"105","H0","summer","saturday","02:15",54.5
"106","H0","summer","saturday","02:30",52.6
"107","H0","summer","saturday","02:45",51.4
"108","H0","summer","saturday","03:00",50.8
"109","H0","summer","saturday","03:15",50.3
"110","H0","summer","saturday","03:30",50
"111","H0","summer","saturday","03:45",49.9
"112","H0","summer","saturday","04:00",49.9
"113","H0","summer","saturday","04:15",50.1
"114","H0","summer","saturday","04:30",50.4
"115","H0","summer","saturday","04:45",50.7
"116","H0","summer","saturday","05:00",50.8
"117","H0","summer","saturday","05:15",50.8
"118","H0","summer","saturday","05:30",50.9
"119","H0","summer","saturday","05:45",51.6
"120","H0","summer","saturday","06:00",53.3
"121","H0","summer","saturday","06:15",56.2
"122","H0","summer","saturday","06:30",60.4
"123","H0","summer","saturday","06:45",65.8
"124","H0","summer","saturday","07:00",72.4
"125","H0","summer","saturday","07:15",80
"126","H0","summer","saturday","07:30",88.5
"127","H0","summer","saturday","07:45",97.4
"128","H0","summer","saturday","08:00",106.5
"129","H0","summer","saturday","08:15",115.6
"130","H0","summer","saturday","08:30",124.4
"131","H0","summer","saturday","08:45",132.8
"132","H0","summer","saturday","09:00",140.7
"133","H0","summer","saturday","09:15",147.8
"134","H0","summer","saturday","09:30",154
"135","H0","summer","saturday","09:45",158.9
"136","H0","summer","saturday","10:00",162.3
"137","H0","summer","saturday","10:15",164.1
"138","H0","summer","saturday","10:30",164.7
"139","H0","summer","saturday","10:45",165
"140","H0","summer","saturday","11:00",165.6
"141","H0","summer","saturday","11:15",167.1
"142","H0","summer","saturday","11:30",169.4
"143","H0","summer","saturday","11:45",172.4
"144","H0","summer","saturday","12:00",175.6
"145","H0","summer","saturday","12:15",179
"146","H0","summer","saturday","12:30",181.9
"147","H0","summer","saturday","12:45",183.7
"148","H0","summer","saturday","13:00",183.9
"149","H0","summer","saturday","13:15",182.1
"150","H0","summer","saturday","13:30",178.7
"151","H0","summer","saturday","13:45",174.1
"152","H0","summer","saturday","14:00",169
"153","H0","summer","saturday","14:15",163.7
"154","H0","summer","saturday","14:30",158.9
"155","H0","summer","saturday","14:45",154.6
"156","H0","summer","saturday","15:00",151.5
"157","H0","summer","saturday","15:15",149.6
"158","H0","summer","saturday","15:30",148.6
"159","H0","summer","saturday","15:45",148
"160","H0","summer","saturday","16:00",147.3
"161","H0","summer","saturday","16:15",146.2
"162","H0","summer","saturday","16:30",145
"163","H0","summer","saturday","16:45",144.1
"164","H0","summer","saturday","17:00",144
"165","H0","summer","saturday","17:15",144.9
"166","H0","summer","saturday","17:30",146.9
"167","H0","summer","saturday","17:45",150
"168","H0","summer","saturday","18:00",154
"169","H0","summer","saturday","18:15",158.8
"170","H0","summer","saturday","18:30",164
"171","H0","summer","saturday","18:45",169.2
"172","H0","summer","saturday","19:00",174
"173","H0","summer","saturday","19:15",177.8
"174","H0","summer","saturday","19:30",180.5
"175","H0","summer","saturday","19:45",181.8
"176","H0","summer","saturday","20:00",181.4
"177","H0","summer","saturday","20:15",179.3
"178","H0","summer","saturday","20:30",175.7
"179","H0","summer","saturday","20:45",171
"180","H0","summer","saturday","21:00",165.6
"181","H0","summer","saturday","21:15",160.1
"182","H0","summer","saturday","21:30",155.1
"183","H0","summer","saturday","21:45",151.1
"184","H0","summer","saturday","22:00",149
"185","H0","summer","saturday","22:15",148.9
"186","H0","summer","saturday","22:30",149.6
"187","H0","summer","saturday","22:45",149.4
"188","H0","summer","saturday","23:00",146.5
"189","H0","summer","saturday","23:15",139.8
"190","H0","summer","saturday","23:30",130.3
"191","H0","summer","saturday","23:45",119.5
"192","H0","summer","saturday","00:00",109
"193","H0","transition","saturday","00:15",80.2
"194","H0","transition","saturday","00:30",75.1
"195","H0","transition","saturday","00:45",70.7
"196","H0","transition","saturday","01:00",66.6
"197","H0","transition","saturday","01:15",62.3
"198","H0","transition","saturday","01:30",58
"199","H0","transition","saturday","01:45",54.1
"200","H0","transition","saturday","02:00",50.8
"201","H0","transition","saturday","02:15",48.4
"202","H0","transition","saturday","02:30",46.8
"203","H0","transition","saturday","02:45",45.7
"204","H0","transition","saturday","03:00",44.9
"205","H0","transition","saturday","03:15",44.4
"206","H0","transition","saturday","03:30",43.9
"207","H0","transition","saturday","03:45",43.5
"208","H0","transition","saturday","04:00",43.3
"209","H0","transition","saturday","04:15",43.1
"210","H0","transition","saturday","04:30",43.1
"211","H0","transition","saturday","04:45",43.1
"212","H0","transition","saturday","05:00",43.3
"213","H0","transition","saturday","05:15",43.6
"214","H0","transition","saturday","05:30",44.2
"215","H0","transition","saturday","05:45",45.4
"216","H0","transition","saturday","06:00",47.4
"217","H0","transition","saturday","06:15",50.5
"218","H0","transition","saturday","06:30",54.9
"219","H0","transition","saturday","06:45",60.7
"220","H0","transition","saturday","07:00",68.2
"221","H0","transition","saturday","07:15",77.5
"222","H0","transition","saturday","07:30",87.9
"223","H0","transition","saturday","07:45",98.6
"224","H0","transition","saturday","08:00",109
"225","H0","transition","saturday","08:15",118.4
"226","H0","transition","saturday","08:30",126.7
"227","H0","transition","saturday","08:45",133.8
"228","H0","transition","saturday","09:00",139.8
"229","H0","transition","saturday","09:15",144.7
"230","H0","transition","saturday","09:30",148.8
"231","H0","transition","saturday","09:45",152.4
"232","H0","transition","saturday","10:00",155.6
"233","H0","transition","saturday","10:15",158.9
"234","H0","transition","saturday","10:30",162
"235","H0","transition","saturday","10:45",164.9
"236","H0","transition","saturday","11:00",167.3
"237","H0","transition","saturday","11:15",169.2
"238","H0","transition","saturday","11:30",170.8
"239","H0","transition","saturday","11:45",172.5
"240","H0","transition","saturday","12:00",174.8
"241","H0","transition","saturday","12:15",177.7
"242","H0","transition","saturday","12:30",180.8
"243","H0","transition","saturday","12:45",183.1
"244","H0","transition","saturday","13:00",183.9
"245","H0","transition","saturday","13:15",182.7
"246","H0","transition","saturday","13:30",179.8
"247","H0","transition","saturday","13:45",175.8
"248","H0","transition","saturday","14:00",171.5
"249","H0","transition","saturday","14:15",167.2
"250","H0","transition","saturday","14:30",163.1
"251","H0","transition","saturday","14:45",159.2
"252","H0","transition","saturday","15:00",155.6
"253","H0","transition","saturday","15:15",152.3
"254","H0","transition","saturday","15:30",149.5
"255","H0","transition","saturday","15:45",147.2
"256","H0","transition","saturday","16:00",145.7
"257","H0","transition","saturday","16:15",145
"258","H0","transition","saturday","16:30",145.4
"259","H0","transition","saturday","16:45",146.7
"260","H0","transition","saturday","17:00",149
"261","H0","transition","saturday","17:15",152.3
"262","H0","transition","saturday","17:30",156.4
"263","H0","transition","saturday","17:45",161.5
"264","H0","transition","saturday","18:00",167.3
"265","H0","transition","saturday","18:15",173.7
"266","H0","transition","saturday","18:30",180.4
"267","H0","transition","saturday","18:45",186.7
"268","H0","transition","saturday","19:00",192.3
"269","H0","transition","saturday","19:15",196.5
"270","H0","transition","saturday","19:30",199
"271","H0","transition","saturday","19:45",199.4
"272","H0","transition","saturday","20:00",197.3
"273","H0","transition","saturday","20:15",192.4
"274","H0","transition","saturday","20:30",185.2
"275","H0","transition","saturday","20:45",176.6
"276","H0","transition","saturday","21:00",167.3
"277","H0","transition","saturday","21:15",157.9
"278","H0","transition","saturday","21:30",149.5
"279","H0","transition","saturday","21:45",142.9
"280","H0","transition","saturday","22:00",139
"281","H0","transition","saturday","22:15",138.3
"282","H0","transition","saturday","22:30",139.2
"283","H0","transition","saturday","22:45",139.5
"284","H0","transition","saturday","23:00",137.3
"285","H0","transition","saturday","23:15",131.1
"286","H0","transition","saturday","23:30",121.9
"287","H0","transition","saturday","23:45",111.5
"288","H0","transition","saturday","00:00",101.5
"289","G0","winter","saturday","00:15",70
"290","G0","winter","saturday","00:30",73
"291","G0","winter","saturday","00:45",75.9
"292","G0","winter","saturday","01:00",77.6
"293","G0","winter","saturday","01:15",77.1
"294","G0","winter","saturday","01:30",75
"295","G0","winter","saturday","01:45",72.1
"296","G0","winter","saturday","02:00",69.1
"297","G0","winter","saturday","02:15",66.8
"298","G0","winter","saturday","02:30",65.1
"299","G0","winter","saturday","02:45",64.1
"300","G0","winter","saturday","03:00",63.5
"301","G0","winter","saturday","03:15",63.4
"302","G0","winter","saturday","03:30",63.6
"303","G0","winter","saturday","03:45",64
"304","G0","winter","saturday","04:00",64.5
"305","G0","winter","saturday","04:15",65
"306","G0","winter","saturday","04:30",65.6
"307","G0","winter","saturday","04:45",66.3
"308","G0","winter","saturday","05:00",67.3
"309","G0","winter","saturday","05:15",68.5
"310","G0","winter","saturday","05:30",69.9
"311","G0","winter","saturday","05:45",71.4
"312","G0","winter","saturday","06:00",72.9
"313","G0","winter","saturday","06:15",74.4
"314","G0","winter","saturday","06:30",76.8
"315","G0","winter","saturday","06:45",81
"316","G0","winter","saturday","07:00",87.8
"317","G0","winter","saturday","07:15",98
"318","G0","winter","saturday","07:30",110.7
"319","G0","winter","saturday","07:45",124.8
"320","G0","winter","saturday","08:00",139.2
"321","G0","winter","saturday","08:15",153
"322","G0","winter","saturday","08:30",165.4
"323","G0","winter","saturday","08:45",175.9
"324","G0","winter","saturday","09:00",184.1
"325","G0","winter","saturday","09:15",189.5
"326","G0","winter","saturday","09:30",192.8
"327","G0","winter","saturday","09:45",195.1
"328","G0","winter","saturday","10:00",197.1
"329","G0","winter","saturday","10:15",199.8
"330","G0","winter","saturday","10:30",202.7
"331","G0","winter","saturday","10:45",205.4
"332","G0","winter","saturday","11:00",207.4
"333","G0","winter","saturday","11:15",208.4
"334","G0","winter","saturday","11:30",208.3
"335","G0","winter","saturday","11:45",207.4
"336","G0","winter","saturday","12:00",205.6
"337","G0","winter","saturday","12:15",203
"338","G0","winter","saturday","12:30",199.7
"339","G0","winter","saturday","12:45",195.6
"340","G0","winter","saturday","13:00",190.6
"341","G0","winter","saturday","13:15",184.6
"342","G0","winter","saturday","13:30",177.5
"343","G0","winter","saturday","13:45",168.9
"344","G0","winter","saturday","14:00",158.8
"345","G0","winter","saturday","14:15",147.2
"346","G0","winter","saturday","14:30",134.8
"347","G0","winter","saturday","14:45",122.7
"348","G0","winter","saturday","15:00",112.1
"349","G0","winter","saturday","15:15",103.8
"350","G0","winter","saturday","15:30",97.4
"351","G0","winter","saturday","15:45",92.6
"352","G0","winter","saturday","16:00",88.8
"353","G0","winter","saturday","16:15",85.6
"354","G0","winter","saturday","16:30",83.3
"355","G0","winter","saturday","16:45",82.4
"356","G0","winter","saturday","17:00",83.2
"357","G0","winter","saturday","17:15",85.8
"358","G0","winter","saturday","17:30",89.5
"359","G0","winter","saturday","17:45",93.4
"360","G0","winter","saturday","18:00",96.2
"361","G0","winter","saturday","18:15",97.4
"362","G0","winter","saturday","18:30",97.4
"363","G0","winter","saturday","18:45",96.8
"364","G0","winter","saturday","19:00",96.2
"365","G0","winter","saturday","19:15",96.3
"366","G0","winter","saturday","19:30",96.8
"367","G0","winter","saturday","19:45",97.2
"368","G0","winter","saturday","20:00",97.2
"369","G0","winter","saturday","20:15",96.3
"370","G0","winter","saturday","20:30",94.8
"371","G0","winter","saturday","20:45",92.8
"372","G0","winter","saturday","21:00",90.6
"373","G0","winter","saturday","21:15",88.5
"374","G0","winter","saturday","21:30",86.4
"375","G0","winter","saturday","21:45",84.3
"376","G0","winter","saturday","22:00",82.2
"377","G0","winter","saturday","22:15",80.1
"378","G0","winter","saturday","22:30",78
"379","G0","winter","saturday","22:45",75.9
"380","G0","winter","saturday","23:00",73.8
"381","G0","winter","saturday","23:15",71.7
"382","G0","winter","saturday","23:30",69.7
"383","G0","winter","saturday","23:45",67.6
"384","G0","winter","saturday","00:00",65.4
"385","G0","summer","saturday","00:15",74.6
"386","G0","summer","saturday","00:30",76.2
"387","G0","summer","saturday","00:45",77.7
"388","G0","summer","saturday","01:00",78.5
"389","G0","summer","saturday","01:15",77.9
"390","G0","summer","saturday","01:30",76.3
"391","G0","summer","saturday","01:45",74.1
"392","G0","summer","saturday","02:00",71.9
"393","G0","summer","saturday","02:15",70.2
"394","G0","summer","saturday","02:30",68.9
"395","G0","summer","saturday","02:45",67.9
"396","G0","summer","saturday","03:00",67.3
"397","G0","summer","saturday","03:15",66.9
"398","G0","summer","saturday","03:30",66.7
"399","G0","summer","saturday","03:45",66.8
"400","G0","summer","saturday","04:00",67.3
"401","G0","summer","saturday","04:15",68
"402","G0","summer","saturday","04:30",69
"403","G0","summer","saturday","04:45",70
"404","G0","summer","saturday","05:00",71
"405","G0","summer","saturday","05:15",71.8
"406","G0","summer","saturday","05:30",72.4
"407","G0","summer","saturday","05:45",72.8
"408","G0","summer","saturday","06:00",72.9
"409","G0","summer","saturday","06:15",73
"410","G0","summer","saturday","06:30",73.9
"411","G0","summer","saturday","06:45",77
"412","G0","summer","saturday","07:00",83.2
"413","G0","summer","saturday","07:15",93.3
"414","G0","summer","saturday","07:30",106.2
"415","G0","summer","saturday","07:45",120.5
"416","G0","summer","saturday","08:00",134.5
"417","G0","summer","saturday","08:15",147.2
"418","G0","summer","saturday","08:30",157.8
"419","G0","summer","saturday","08:45",166.2
"420","G0","summer","saturday","09:00",171.9
"421","G0","summer","saturday","09:15",175
"422","G0","summer","saturday","09:30",176.1
"423","G0","summer","saturday","09:45",176.3
"424","G0","summer","saturday","10:00",176.6
"425","G0","summer","saturday","10:15",177.7
"426","G0","summer","saturday","10:30",179.4
"427","G0","summer","saturday","10:45",181.3
"428","G0","summer","saturday","11:00",183.1
"429","G0","summer","saturday","11:15",184.4
"430","G0","summer","saturday","11:30",185.2
"431","G0","summer","saturday","11:45",185.3
"432","G0","summer","saturday","12:00",185
"433","G0","summer","saturday","12:15",184.1
"434","G0","summer","saturday","12:30",182.4
"435","G0","summer","saturday","12:45",179.7
"436","G0","summer","saturday","13:00",175.7
"437","G0","summer","saturday","13:15",170.1
"438","G0","summer","saturday","13:30",163.1
"439","G0","summer","saturday","13:45",154.6
"440","G0","summer","saturday","14:00",144.8
"441","G0","summer","saturday","14:15",133.9
"442","G0","summer","saturday","14:30",122.7
"443","G0","summer","saturday","14:45",112
"444","G0","summer","saturday","15:00",102.8
"445","G0","summer","saturday","15:15",95.7
"446","G0","summer","saturday","15:30",90.4
"447","G0","summer","saturday","15:45",86.4
"448","G0","summer","saturday","16:00",83.2
"449","G0","summer","saturday","16:15",80.3
"450","G0","summer","saturday","16:30",77.8
"451","G0","summer","saturday","16:45",75.9
"452","G0","summer","saturday","17:00",74.7
"453","G0","summer","saturday","17:15",74.4
"454","G0","summer","saturday","17:30",74.8
"455","G0","summer","saturday","17:45",75.6
"456","G0","summer","saturday","18:00",76.6
"457","G0","summer","saturday","18:15",77.6
"458","G0","summer","saturday","18:30",78.5
"459","G0","summer","saturday","18:45",79.1
"460","G0","summer","saturday","19:00",79.4
"461","G0","summer","saturday","19:15",79.4
"462","G0","summer","saturday","19:30",79.4
"463","G0","summer","saturday","19:45",79.6
"464","G0","summer","saturday","20:00",80.4
"465","G0","summer","saturday","20:15",81.9
"466","G0","summer","saturday","20:30",83.9
"467","G0","summer","saturday","20:45",85.7
"468","G0","summer","saturday","21:00",86.9
"469","G0","summer","saturday","21:15",87
"470","G0","summer","saturday","21:30",86.3
"471","G0","summer","saturday","21:45",84.9
"472","G0","summer","saturday","22:00",83.2
"473","G0","summer","saturday","22:15",81.3
"474","G0","summer","saturday","22:30",79.3
"475","G0","summer","saturday","22:45",77.4
"476","G0","summer","saturday","23:00",75.7
"477","G0","summer","saturday","23:15",74.1
"478","G0","summer","saturday","23:30",72.7
"479","G0","summer","saturday","23:45",71.3
"480","G0","summer","saturday","00:00",70.1
"481","G0","transition","saturday","00:15",75.8
"482","G0","transition","saturday","00:30",76.7
"483","G0","transition","saturday","00:45",77.7
"484","G0","transition","saturday","01:00",78.5
"485","G0","transition","saturday","01:15",78.5
"486","G0","transition","saturday","01:30",77.8
"487","G0","transition","saturday","01:45",76.6
"488","G0","transition","saturday","02:00",74.7
"489","G0","transition","saturday","02:15",72.6
"490","G0","transition","saturday","02:30",70.4
"491","G0","transition","saturday","02:45",68.5
"492","G0","transition","saturday","03:00",67.3
"493","G0","transition","saturday","03:15",67
"494","G0","transition","saturday","03:30",67.5
"495","G0","transition","saturday","03:45",68.3
"496","G0","transition","saturday","04:00",69.1
"497","G0","transition","saturday","04:15",69.7
"498","G0","transition","saturday","04:30",70.1
"499","G0","transition","saturday","04:45",70.5
"500","G0","transition","saturday","05:00",71
"501","G0","transition","saturday","05:15",71.8
"502","G0","transition","saturday","05:30",72.5
"503","G0","transition","saturday","05:45",73
"504","G0","transition","saturday","06:00",72.9
"505","G0","transition","saturday","06:15",72.2
"506","G0","transition","saturday","06:30",72.2
"507","G0","transition","saturday","06:45",74.4
"508","G0","transition","saturday","07:00",80.4
"509","G0","transition","saturday","07:15",91
"510","G0","transition","saturday","07:30",105.2
"511","G0","transition","saturday","07:45",121.2
"512","G0","transition","saturday","08:00",137.4
"513","G0","transition","saturday","08:15",152.1
"514","G0","transition","saturday","08:30",164.9
"515","G0","transition","saturday","08:45",175.1
"516","G0","transition","saturday","09:00",182.2
"517","G0","transition","saturday","09:15",186.1
"518","G0","transition","saturday","09:30",187.5
"519","G0","transition","saturday","09:45",187.7
"520","G0","transition","saturday","10:00",187.8
"521","G0","transition","saturday","10:15",188.7
"522","G0","transition","saturday","10:30",190.1
"523","G0","transition","saturday","10:45",191.9
"524","G0","transition","saturday","11:00",193.4
"525","G0","transition","saturday","11:15",194.5
"526","G0","transition","saturday","11:30",195.1
"527","G0","transition","saturday","11:45",195.3
"528","G0","transition","saturday","12:00",195.3
"529","G0","transition","saturday","12:15",194.9
"530","G0","transition","saturday","12:30",193.9
"531","G0","transition","saturday","12:45",191.7
"532","G0","transition","saturday","13:00",187.8
"533","G0","transition","saturday","13:15",181.9
"534","G0","transition","saturday","13:30",174.1
"535","G0","transition","saturday","13:45",164.8
"536","G0","transition","saturday","14:00",154.2
"537","G0","transition","saturday","14:15",142.6
"538","G0","transition","saturday","14:30",130.9
"539","G0","transition","saturday","14:45",119.8
"540","G0","transition","saturday","15:00",110.3
"541","G0","transition","saturday","15:15",102.7
"542","G0","transition","saturday","15:30",96.9
"543","G0","transition","saturday","15:45",92.1
"544","G0","transition","saturday","16:00",87.8
"545","G0","transition","saturday","16:15",83.6
"546","G0","transition","saturday","16:30",79.7
"547","G0","transition","saturday","16:45",76.9
"548","G0","transition","saturday","17:00",75.7
"549","G0","transition","saturday","17:15",76.5
"550","G0","transition","saturday","17:30",78.6
"551","G0","transition","saturday","17:45",81.1
"552","G0","transition","saturday","18:00",83.2
"553","G0","transition","saturday","18:15",84.1
"554","G0","transition","saturday","18:30",84.3
"555","G0","transition","saturday","18:45",84.1
"556","G0","transition","saturday","19:00",84.1
"557","G0","transition","saturday","19:15",84.7
"558","G0","transition","saturday","19:30",85.8
"559","G0","transition","saturday","19:45",87.3
"560","G0","transition","saturday","20:00",88.8
"561","G0","transition","saturday","20:15",90.1
"562","G0","transition","saturday","20:30",91.2
"563","G0","transition","saturday","20:45",91.7
"564","G0","transition","saturday","21:00",91.6
"565","G0","transition","saturday","21:15",90.6
"566","G0","transition","saturday","21:30",89
"567","G0","transition","saturday","21:45",87.1
"568","G0","transition","saturday","22:00",85
"569","G0","transition","saturday","22:15",83.1
"570","G0","transition","saturday","22:30",81.2
"571","G0","transition","saturday","22:45",79.4
"572","G0","transition","saturday","23:00",77.6
"573","G0","transition","saturday","23:15",75.7
"574","G0","transition","saturday","23:30",73.8
"575","G0","transition","saturday","23:45",71.9
"576","G0","transition","saturday","00:00",70.1
"577","G1","winter","saturday","00:15",25.8
"578","G1","winter","saturday","00:30",25.2
"579","G1","winter","saturday","00:45",24.7
"580","G1","winter","saturday","01:00",24.6
"581","G1","winter","saturday","01:15",25
"582","G1","winter","saturday","01:30",25.6
"583","G1","winter","saturday","01:45",26.2
"584","G1","winter","saturday","02:00",26.5
"585","G1","winter","saturday","02:15",26.3
"586","G1","winter","saturday","02:30",25.8
"587","G1","winter","saturday","02:45",25.1
"588","G1","winter","saturday","03:00",24.6
"589","G1","winter","saturday","03:15",24.4
"590","G1","winter","saturday","03:30",24.5
"591","G1","winter","saturday","03:45",24.6
"592","G1","winter","saturday","04:00",24.6
"593","G1","winter","saturday","04:15",24.5
"594","G1","winter","saturday","04:30",24.3
"595","G1","winter","saturday","04:45",24.3
"596","G1","winter","saturday","05:00",24.6
"597","G1","winter","saturday","05:15",25.4
"598","G1","winter","saturday","05:30",26.5
"599","G1","winter","saturday","05:45",27.6
"600","G1","winter","saturday","06:00",28.4
"601","G1","winter","saturday","06:15",28.7
"602","G1","winter","saturday","06:30",28.7
"603","G1","winter","saturday","06:45",28.5
"604","G1","winter","saturday","07:00",28.4
"605","G1","winter","saturday","07:15",28.5
"606","G1","winter","saturday","07:30",29.1
"607","G1","winter","saturday","07:45",30.2
"608","G1","winter","saturday","08:00",32.2
"609","G1","winter","saturday","08:15",35
"610","G1","winter","saturday","08:30",38.4
"611","G1","winter","saturday","08:45",42
"612","G1","winter","saturday","09:00",45.4
"613","G1","winter","saturday","09:15",48.4
"614","G1","winter","saturday","09:30",50.9
"615","G1","winter","saturday","09:45",53
"616","G1","winter","saturday","10:00",54.9
"617","G1","winter","saturday","10:15",56.6
"618","G1","winter","saturday","10:30",57.9
"619","G1","winter","saturday","10:45",58.7
"620","G1","winter","saturday","11:00",58.7
"621","G1","winter","saturday","11:15",57.8
"622","G1","winter","saturday","11:30",56.3
"623","G1","winter","saturday","11:45",54.6
"624","G1","winter","saturday","12:00",53
"625","G1","winter","saturday","12:15",51.7
"626","G1","winter","saturday","12:30",50.6
"627","G1","winter","saturday","12:45",49.3
"628","G1","winter","saturday","13:00",47.3
"629","G1","winter","saturday","13:15",44.6
"630","G1","winter","saturday","13:30",41.4
"631","G1","winter","saturday","13:45",38.4
"632","G1","winter","saturday","14:00",36
"633","G1","winter","saturday","14:15",34.5
"634","G1","winter","saturday","14:30",33.9
"635","G1","winter","saturday","14:45",33.9
"636","G1","winter","saturday","15:00",34.1
"637","G1","winter","saturday","15:15",34.3
"638","G1","winter","saturday","15:30",34.4
"639","G1","winter","saturday","15:45",34.4
"640","G1","winter","saturday","16:00",34.1
"641","G1","winter","saturday","16:15",33.5
"642","G1","winter","saturday","16:30",32.9
"643","G1","winter","saturday","16:45",32.4
"644","G1","winter","saturday","17:00",32.2
"645","G1","winter","saturday","17:15",32.4
"646","G1","winter","saturday","17:30",33
"647","G1","winter","saturday","17:45",33.6
"648","G1","winter","saturday","18:00",34.1
"649","G1","winter","saturday","18:15",34.3
"650","G1","winter","saturday","18:30",34.2
"651","G1","winter","saturday","18:45",34.1
"652","G1","winter","saturday","19:00",34.1
"653","G1","winter","saturday","19:15",34.1
"654","G1","winter","saturday","19:30",34.3
"655","G1","winter","saturday","19:45",34.3
"656","G1","winter","saturday","20:00",34.1
"657","G1","winter","saturday","20:15",33.5
"658","G1","winter","saturday","20:30",32.6
"659","G1","winter","saturday","20:45",31.5
"660","G1","winter","saturday","21:00",30.3
"661","G1","winter","saturday","21:15",29
"662","G1","winter","saturday","21:30",27.8
"663","G1","winter","saturday","21:45",26.9
"664","G1","winter","saturday","22:00",26.5
"665","G1","winter","saturday","22:15",26.7
"666","G1","winter","saturday","22:30",27.3
"667","G1","winter","saturday","22:45",28
"668","G1","winter","saturday","23:00",28.4
"669","G1","winter","saturday","23:15",28.4
"670","G1","winter","saturday","23:30",28
"671","G1","winter","saturday","23:45",27.3
"672","G1","winter","saturday","00:00",26.5
